NAME,population,state,place,GEOID,USPS,ANSICODE,place_name,LSAD,FUNCSTAT,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
"New York city, New York",8804190,36,51000,3651000,NY,2395220.0,New York city,25,A,778178241.0,445408678.0,300.456,171.973,40.662712,-73.938677
"Los Angeles city, California",3898747,06,44000,0644000,CA,2410877.0,Los Angeles city,25,A,1215977362.0,83031312.0,469.492,32.059,34.019394,-118.410825
"Chicago city, Illinois",2746388,17,14000,1714000,IL,428803.0,Chicago city,25,A,589818403.0,17621589.0,227.73,6.804,41.837045,-87.684939
"Houston city, Texas",2304580,48,35000,4835000,TX,2410796.0,Houston city,25,A,1658719231.0,80896867.0,640.435,31.234,29.785743,-95.388806
"Phoenix city, Arizona",1608139,04,55000,0455000,AZ,2411414.0,Phoenix city,25,A,1342303901.0,2633970.0,518.266,1.017,33.572154,-112.090132
"Philadelphia city, Pennsylvania",1603797,42,60000,4260000,PA,1215531.0,Philadelphia city,25,A,347981635.0,21606282.0,134.356,8.342,40.009376,-75.133346
"San Antonio city, Texas",1434625,48,65000,4865000,TX,2411774.0,San Antonio city,25,A,1290964117.0,14988134.0,498.444,5.787,29.463408,-98.524287
"San Diego city, California",1386932,06,66000,0666000,CA,2411782.0,San Diego city,25,A,844031898.0,120532678.0,325.883,46.538,32.814977,-117.135562
"Dallas city, Texas",1304379,48,19000,4819000,TX,2410288.0,Dallas city,25,A,879570173.0,113594304.0,339.604,43.859,32.793333,-96.766513
"San Jose city, California",1013240,06,68000,0668000,CA,2411790.0,San Jose city,25,A,461821936.0,8089813.0,178.31,3.123,37.296011,-121.814552
"Austin city, Texas",961855,48,05000,4805000,TX,2409761.0,Austin city,25,A,828631437.0,17024586.0,319.936,6.573,30.301157,-97.752695
"Jacksonville city, Florida",949611,12,35000,1235000,FL,2404783.0,Jacksonville city,25,A,1935492088.0,329347337.0,747.298,127.162,30.336864,-81.661603
"Fort Worth city, Texas",918915,48,27000,4827000,TX,2410531.0,Fort Worth city,25,A,902772231.0,21466244.0,348.562,8.288,32.781518,-97.346746
"Columbus city, Ohio",905748,39,18000,3918000,OH,1086101.0,Columbus city,25,A,570091822.0,15177233.0,220.114,5.86,39.985531,-82.985594
"Indianapolis city (balance), Indiana",887642,18,36003,1836003,IN,2395424.0,Indianapolis city (balance),00,F,936640759.0,16304624.0,361.639,6.295,39.776664,-86.145935
"Charlotte city, North Carolina",874579,37,12000,3712000,NC,2404032.0,Charlotte city,25,A,800727152.0,5121615.0,309.162,1.977,35.209045,-80.83099
"San Francisco city, California",873965,06,67000,0667000,CA,2411786.0,San Francisco city,25,A,121507089.0,479146790.0,46.914,185.0,37.727239,-123.032229
"Seattle city, Washington",737015,53,63000,5363000,WA,2411856.0,Seattle city,25,A,217234359.0,150731439.0,83.875,58.198,47.619339,-122.351565
"Denver city, Colorado",715522,08,20000,0820000,CO,2410324.0,Denver city,25,A,396461547.0,4275563.0,153.075,1.651,39.76185,-104.881105
"Washington city, District of Columbia",689545,11,50000,1150000,DC,2390665.0,Washington city,25,N,158316124.0,18709762.0,61.126,7.224,38.904247,-77.016517
"Nashville-Davidson metropolitan government (balance), Tennessee",689447,47,52006,4752006,TN,2405092.0,Nashville-Davidson metropolitan government (balance),00,F,1232275559.0,56162658.0,475.784,21.685,36.1718,-86.785002
"Oklahoma City city, Oklahoma",681054,40,55000,4055000,OK,2411311.0,Oklahoma City city,25,A,1570701656.0,37062557.0,606.451,14.31,35.467079,-97.513657
"El Paso city, Texas",678815,48,24000,4824000,TX,2410414.0,El Paso city,25,A,669288012.0,2118874.0,258.414,0.818,31.84778,-106.431106
"Boston city, Massachusetts",675647,25,07000,2507000,MA,619463.0,Boston city,25,A,125200663.0,106898385.0,48.34,41.274,42.338551,-71.018253
"Portland city, Oregon",652503,41,59000,4159000,OR,2411471.0,Portland city,25,A,345654594.0,29852342.0,133.458,11.526,45.536951,-122.649971
"Las Vegas city, Nevada",641903,32,40000,3240000,NV,2411630.0,Las Vegas city,25,A,367361540.0,138524.0,141.839,0.053,36.233499,-115.264037
"Detroit city, Michigan",639111,26,22000,2622000,MI,1626181.0,Detroit city,25,A,359311023.0,10781269.0,138.731,4.163,42.383037,-83.102237
"Memphis city, Tennessee",633104,47,48000,4748000,TN,2405068.0,Memphis city,25,A,763900133.0,19766746.0,294.944,7.632,35.109026,-89.967455
"Baltimore city, Maryland",585708,24,04000,2404000,MD,1702381.0,Baltimore city,25,A,209649327.0,28758743.0,80.946,11.104,39.300032,-76.610476
"Milwaukee city, Wisconsin",577222,55,53000,5553000,WI,1583724.0,Milwaukee city,25,A,249116031.0,1634047.0,96.184,0.631,43.063348,-87.966695
"Albuquerque city, New Mexico",564559,35,02000,3502000,NM,2409678.0,Albuquerque city,25,A,485027565.0,4358221.0,187.27,1.683,35.10478,-106.646809
"Tucson city, Arizona",542629,04,77000,0477000,AZ,2412104.0,Tucson city,25,A,624223642.0,819368.0,241.014,0.316,32.153036,-110.870773
"Fresno city, California",542107,06,27000,0627000,CA,2410546.0,Fresno city,25,A,299407784.0,3127480.0,115.602,1.208,36.782684,-119.793359
"Sacramento city, California",524943,06,64000,0664000,CA,2411751.0,Sacramento city,25,A,255399993.0,5413141.0,98.61,2.09,38.567694,-121.468161
"Kansas City city, Missouri",508090,29,38000,2938000,MO,2395492.0,Kansas City city,25,A,815061344.0,10601365.0,314.697,4.093,39.122361,-94.555117
"Mesa city, Arizona",504258,04,46000,0446000,AZ,2411087.0,Mesa city,25,A,359476025.0,1617434.0,138.794,0.624,33.400626,-111.716487
"Atlanta city, Georgia",498715,13,04000,1304000,GA,2403126.0,Atlanta city,25,A,350476504.0,2565326.0,135.32,0.99,33.762909,-84.422675
"Omaha city, Nebraska",486051,31,37000,3137000,NE,2396064.0,Omaha city,25,A,369099188.0,9374762.0,142.51,3.62,41.262705,-96.053475
"Colorado Springs city, Colorado",478961,08,16000,0816000,CO,2410198.0,Colorado Springs city,25,A,507215596.0,937374.0,195.837,0.362,38.867255,-104.760749
"Raleigh city, North Carolina",467665,37,55000,3755000,NC,2404590.0,Raleigh city,25,A,381010726.0,2770251.0,147.109,1.07,35.830204,-78.641493
"Long Beach city, California",466742,06,43000,0643000,CA,2410866.0,Long Beach city,25,A,131351630.0,70260174.0,50.715,27.128,33.780791,-118.16818
"Virginia Beach city, Virginia",459470,51,82000,5182000,VA,1498559.0,Virginia Beach city,25,A,633828628.0,654687365.0,244.723,252.776,36.779525,-76.029142
"Miami city, Florida",442241,12,45000,1245000,FL,2404247.0,Miami city,25,A,93228401.0,52000009.0,35.996,20.077,25.775163,-80.208615
"Oakland city, California",440646,06,53000,0653000,CA,2411292.0,Oakland city,25,A,144861285.0,57244212.0,55.931,22.102,37.769846,-122.22569
"Minneapolis city, Minnesota",429954,27,43000,2743000,MN,2395345.0,Minneapolis city,25,A,139858485.0,9083548.0,54.0,3.507,44.963324,-93.26832
"Tulsa city, Oklahoma",413066,40,75000,4075000,OK,2412110.0,Tulsa city,25,A,512169241.0,10592645.0,197.75,4.09,36.127949,-95.902316
"Bakersfield city, California",403455,06,03526,0603526,CA,2409774.0,Bakersfield city,25,A,388008665.0,3792006.0,149.811,1.464,35.353593,-119.036921
"Wichita city, Kansas",397532,20,79000,2079000,KS,485662.0,Wichita city,25,A,419555510.0,11737871.0,161.991,4.532,37.690638,-97.345836
"Arlington city, Texas",394266,48,04000,4804000,TX,2409731.0,Arlington city,25,A,248226618.0,9329197.0,95.841,3.602,32.700708,-97.124691
"Louisville/Jefferson County metro government (balance), Kentucky",386884,21,48006,2148006,KY,1967434.0,Louisville/Jefferson County metro government (balance),00,F,681753404.0,30254059.0,263.226,11.681,38.165376,-85.647377
"Aurora city, Colorado",386261,08,04000,0804000,CO,2409757.0,Aurora city,25,A,414301861.0,1498809.0,159.963,0.579,39.688002,-104.68974
"Tampa city, Florida",384959,12,71000,1271000,FL,2405568.0,Tampa city,25,A,295299062.0,160101767.0,114.016,61.816,27.967876,-82.474586
"New Orleans city, Louisiana",383997,22,55000,2255000,LA,545142.0,New Orleans city,25,A,439001414.0,467095943.0,169.499,180.347,30.05342,-89.934502
"Cleveland city, Ohio",372624,39,16000,3916000,OH,1085963.0,Cleveland city,25,A,201334000.0,12290112.0,77.735,4.745,41.478462,-81.679435
"Urban Honolulu CDP, Hawaii",350964,15,71550,1571550,HI,2630783.0,Urban Honolulu CDP,57,S,156806994.0,20487477.0,60.544,7.91,21.324347,-157.84764
"Anaheim city, California",346824,06,02000,0602000,CA,2409704.0,Anaheim city,25,A,130206498.0,1567025.0,50.273,0.605,33.855502,-117.758657
"San Juan zona urbana, Puerto Rico",322854,72,76770,7276770,PR,2414943.0,San Juan zona urbana,62,S,103118684.0,17712407.0,39.814,6.839,18.404559,-66.063746
"Lexington-Fayette urban county, Kentucky",322570,21,46027,2146027,KY,2405089.0,Lexington-Fayette urban county,UC,A,734617508.0,4920615.0,283.637,1.9,38.040678,-84.458272
"Stockton city, California",320804,06,75000,0675000,CA,2411987.0,Stockton city,25,A,161592699.0,7956195.0,62.391,3.072,37.976342,-121.313304
"Corpus Christi city, Texas",317863,48,17000,4817000,TX,2410234.0,Corpus Christi city,25,A,420016429.0,849773923.0,162.169,328.1,27.754252,-97.173385
"Henderson city, Nevada",317610,32,31900,3231900,NV,2410741.0,Henderson city,25,A,275597663.0,1272345.0,106.409,0.491,36.010155,-115.035751
"Riverside city, California",314998,06,62000,0662000,CA,2410965.0,Riverside city,25,A,210387809.0,803475.0,81.231,0.31,33.938143,-117.393168
"Newark city, New Jersey",311549,34,51000,3451000,NJ,885317.0,Newark city,25,A,62531386.0,4509784.0,24.144,1.741,40.72422,-74.172574
"St. Paul city, Minnesota",311527,27,58000,2758000,MN,2396511.0,St. Paul city,25,A,134608370.0,10701363.0,51.973,4.132,44.948901,-93.104063
"Santa Ana city, California",310227,06,69000,0669000,CA,2411814.0,Santa Ana city,25,A,70905149.0,79932.0,27.377,0.031,33.736332,-117.8829
"Cincinnati city, Ohio",309317,39,15000,3915000,OH,1086201.0,Cincinnati city,25,A,201768527.0,4486905.0,77.903,1.732,39.140183,-84.505829
"Irvine city, California",307670,06,36770,0636770,CA,2410116.0,Irvine city,25,A,169930356.0,802010.0,65.61,0.31,33.678399,-117.771254
"Orlando city, Florida",307573,12,53000,1253000,FL,2404443.0,Orlando city,25,A,287102775.0,21309279.0,110.851,8.228,28.40865,-81.254805
"Pittsburgh city, Pennsylvania",302971,42,61000,4261000,PA,1214818.0,Pittsburgh city,25,A,143421647.0,7699005.0,55.375,2.973,40.439775,-79.976333
"St. Louis city, Missouri",301578,29,65000,2965000,MO,767557.0,St. Louis city,25,A,159896485.0,11563208.0,61.736,4.465,38.635699,-90.244582
"Greensboro city, North Carolina",299035,37,28000,3728000,NC,2403745.0,Greensboro city,25,A,337369023.0,13565430.0,130.259,5.238,36.095148,-79.826996
"Jersey City city, New Jersey",292449,34,36000,3436000,NJ,885264.0,Jersey City city,25,A,38185617.0,16277947.0,14.744,6.285,40.711417,-74.06476
"Anchorage municipality, Alaska",291247,02,03000,0203000,AK,2419025.0,Anchorage municipality,37,A,4420814009.0,621079537.0,1706.886,239.8,61.17425,-149.284329
"Lincoln city, Nebraska",291082,31,28000,3128000,NE,2395713.0,Lincoln city,25,A,253012683.0,3524104.0,97.689,1.361,40.808955,-96.678944
"Plano city, Texas",285494,48,58016,4858016,TX,2411437.0,Plano city,25,A,185667954.0,925056.0,71.687,0.357,33.050769,-96.747944
"Durham city, North Carolina",283506,37,19000,3719000,NC,2403521.0,Durham city,25,A,294058505.0,2135861.0,113.537,0.825,35.98005,-78.900976
"Buffalo city, New York",278349,36,11000,3611000,NY,978764.0,Buffalo city,25,A,104577537.0,31344742.0,40.378,12.102,42.892492,-78.859686
"Chandler city, Arizona",275987,04,12000,0412000,AZ,2409433.0,Chandler city,25,A,169582820.0,182489.0,65.476,0.07,33.282765,-111.851819
"Chula Vista city, California",275487,06,13392,0613392,CA,2409461.0,Chula Vista city,25,A,128560729.0,6360807.0,49.638,2.456,32.62767,-117.01517
"Toledo city, Ohio",270871,39,77000,3977000,OH,1086537.0,Toledo city,25,A,208462505.0,8657577.0,80.488,3.343,41.664071,-83.581861
"Madison city, Wisconsin",269840,55,48000,5548000,WI,1583625.0,Madison city,25,A,206093071.0,55411136.0,79.573,21.394,43.087815,-89.429856
"Gilbert town, Arizona",267918,04,27400,0427400,AZ,2412682.0,Gilbert town,43,A,177640659.0,525310.0,68.587,0.203,33.310225,-111.743224
"Reno city, Nevada",264165,32,60600,3260600,NV,2410923.0,Reno city,25,A,281958623.0,7338575.0,108.865,2.833,39.549097,-119.849907
"Fort Wayne city, Indiana",263886,18,25000,1825000,IN,2394798.0,Fort Wayne city,25,A,286894391.0,562614.0,110.771,0.217,41.089132,-85.1439
"North Las Vegas city, Nevada",262527,32,51800,3251800,NV,2411273.0,North Las Vegas city,25,A,264986543.0,112001.0,102.312,0.043,36.281961,-115.087506
"St. Petersburg city, Florida",258308,12,63000,1263000,FL,2405401.0,St. Petersburg city,25,A,160239615.0,190689072.0,61.869,73.625,27.762727,-82.644131
"Lubbock city, Texas",257141,48,45000,4845000,TX,2410892.0,Lubbock city,25,A,348915739.0,3221018.0,134.717,1.244,33.565541,-101.888946
"Irving city, Texas",256684,48,37000,4837000,TX,2410117.0,Irving city,25,A,173474996.0,2569521.0,66.979,0.992,32.857748,-96.970022
"Laredo city, Texas",255205,48,41464,4841464,TX,2411626.0,Laredo city,25,A,276672979.0,3804555.0,106.824,1.469,27.560379,-99.489181
"Winston-Salem city, North Carolina",249545,37,75000,3775000,NC,2405771.0,Winston-Salem city,25,A,344753016.0,3126102.0,133.11,1.207,36.102863,-80.260829
"Chesapeake city, Virginia",249422,51,16000,5116000,VA,1498558.0,Chesapeake city,25,A,876598054.0,32349712.0,338.456,12.49,36.679376,-76.301788
"Glendale city, Arizona",248325,04,27820,0427820,AZ,2410596.0,Glendale city,25,A,167526708.0,1061071.0,64.682,0.41,33.533111,-112.189901
"Louisville city, Kentucky",246161,21,48000,2148000,KY,2404963.0,Louisville city,25,N,159239204.0,12488303.0,61.483,4.822,38.224728,-85.740614
"Garland city, Texas",246018,48,29000,4829000,TX,2410572.0,Garland city,25,A,147928102.0,313575.0,57.115,0.121,32.909826,-96.630334
"Scottsdale city, Arizona",241361,04,65000,0465000,AZ,2411845.0,Scottsdale city,25,A,476566037.0,1136911.0,184.003,0.439,33.684272,-111.861448
"Arlington CDP, Virginia",238643,51,03000,5103000,VA,2389148.0,Arlington CDP,57,S,67332990.0,273562.0,25.997,0.106,38.878337,-77.100703
"Norfolk city, Virginia",238005,51,57000,5157000,VA,1498557.0,Norfolk city,25,A,137981431.0,111701531.0,53.275,43.128,36.923015,-76.244641
"Boise City city, Idaho",235684,16,08830,1608830,ID,2409876.0,Boise City city,25,A,217714715.0,2560977.0,84.06,0.989,43.600233,-116.2298
"Fremont city, California",230504,06,26000,0626000,CA,2410545.0,Fremont city,25,A,202274678.0,26274304.0,78.099,10.145,37.49446,-121.94115
"Spokane city, Washington",228989,53,67000,5367000,WA,2411956.0,Spokane city,25,A,178086951.0,1907185.0,68.76,0.736,47.666935,-117.433322
"Santa Clarita city, California",228673,06,69088,0669088,CA,2411819.0,Santa Clarita city,25,A,183250290.0,160454.0,70.753,0.062,34.414083,-118.494729
"Baton Rouge city, Louisiana",227470,22,05000,2205000,LA,2403821.0,Baton Rouge city,25,B,223557844.0,5708637.0,86.316,2.204,30.442174,-91.130894
"Richmond city, Virginia",226610,51,67000,5167000,VA,1789073.0,Richmond city,25,A,155205067.0,6849165.0,59.925,2.644,37.531399,-77.476009
"Hialeah city, Florida",223109,12,30000,1230000,FL,2404689.0,Hialeah city,25,A,55895716.0,3198603.0,21.581,1.235,25.869941,-80.302865
"San Bernardino city, California",222101,06,65000,0665000,CA,2411777.0,San Bernardino city,25,A,160943574.0,853495.0,62.141,0.33,34.14114,-117.294635
"Enterprise CDP, Nevada",221831,32,23770,3223770,NV,2408084.0,Enterprise CDP,57,S,170937269.0,0.0,65.999,0.0,36.009143,-115.227824
"Tacoma city, Washington",219346,53,70000,5370000,WA,2412025.0,Tacoma city,25,A,128759844.0,32921338.0,49.714,12.711,47.252199,-122.459832
"Modesto city, California",218464,06,48354,0648354,CA,2411130.0,Modesto city,25,A,111485793.0,4740717.0,43.045,1.83,37.637533,-121.003049
"Spring Valley CDP, Nevada",215597,32,68585,3268585,NV,2408797.0,Spring Valley CDP,57,S,91958229.0,0.0,35.505,0.0,36.095178,-115.263609
"Huntsville city, Alabama",215006,01,37000,0137000,AL,2404746.0,Huntsville city,25,A,568075510.0,3874916.0,219.335,1.496,34.782275,-86.532599
"Des Moines city, Iowa",214133,19,21000,1921000,IA,2394522.0,Des Moines city,25,A,228382972.0,6537316.0,88.179,2.524,41.57259,-93.610243
"Yonkers city, New York",211569,36,84000,3684000,NY,979660.0,Yonkers city,25,A,46634440.0,5850607.0,18.006,2.259,40.945862,-73.867446
"Rochester city, New York",211328,36,63000,3663000,NY,979426.0,Rochester city,25,A,92634700.0,3640302.0,35.766,1.406,43.169927,-77.616891
"Moreno Valley city, California",208634,06,49270,0649270,CA,2411159.0,Moreno Valley city,25,A,132938278.0,546511.0,51.328,0.211,33.923253,-117.205685
"Fayetteville city, North Carolina",208501,37,22920,3722920,NC,2403604.0,Fayetteville city,25,A,384005426.0,4734376.0,148.265,1.828,35.082766,-78.973515
"Fontana city, California",208393,06,24680,0624680,CA,2410517.0,Fontana city,25,A,111552124.0,0.0,43.071,0.0,34.108956,-117.462888
"Columbus city, Georgia",206922,13,19000,1319000,GA,2404111.0,Columbus city,25,A,560731675.0,11683933.0,216.5,4.511,32.510197,-84.874946
"Worcester city, Massachusetts",206518,25,82000,2582000,MA,619493.0,Worcester city,25,A,96762671.0,2808413.0,37.36,1.084,42.269478,-71.807783
"Sunrise Manor CDP, Nevada",205618,32,71400,3271400,NV,2410035.0,Sunrise Manor CDP,57,S,87316092.0,0.0,33.713,0.0,36.178338,-115.048722
"Port St. Lucie city, Florida",204851,12,58715,1258715,FL,2404558.0,Port St. Lucie city,25,A,308768074.0,4169079.0,119.216,1.61,27.280554,-80.388261
"Little Rock city, Arkansas",202591,05,41000,0541000,AR,2404939.0,Little Rock city,25,A,310921371.0,7661294.0,120.047,2.958,34.72398,-92.357609
"Augusta-Richmond County consolidated government (balance), Georgia",202081,13,04204,1304204,GA,2405078.0,Augusta-Richmond County consolidated government (balance),00,F,782907232.0,10801420.0,302.282,4.17,33.365531,-82.073422
"Oxnard city, California",202063,06,54652,0654652,CA,2411347.0,Oxnard city,25,A,68707177.0,32677585.0,26.528,12.617,34.199436,-119.207515
"Birmingham city, Alabama",200733,01,07000,0107000,AL,2403868.0,Birmingham city,25,A,380772761.0,6533599.0,147.017,2.523,33.527174,-86.797036
"Montgomery city, Alabama",200603,01,51000,0151000,AL,2404289.0,Montgomery city,25,A,414027223.0,6249598.0,159.857,2.413,32.348503,-86.267307
"Frisco city, Texas",200509,48,27684,4827684,TX,2410549.0,Frisco city,25,A,177773397.0,1437988.0,68.639,0.555,33.155427,-96.822596
"Amarillo city, Texas",200393,48,03000,4803000,TX,2409694.0,Amarillo city,25,A,266326970.0,4037419.0,102.829,1.559,35.197896,-101.831844
"Salt Lake City city, Utah",199723,49,67000,4967000,UT,2411771.0,Salt Lake City city,25,A,285773665.0,1216725.0,110.338,0.47,40.776928,-111.930991
"Grand Rapids city, Michigan",198917,26,34000,2634000,MI,1626373.0,Grand Rapids city,25,A,115968798.0,2217914.0,44.776,0.856,42.961156,-85.65557
"Huntington Beach city, California",198711,06,36000,0636000,CA,2410811.0,Huntington Beach city,25,A,69922374.0,3455837.0,26.997,1.334,33.698007,-118.003834
"Overland Park city, Kansas",197238,20,53775,2053775,KS,485639.0,Overland Park city,25,A,194723407.0,1187552.0,75.183,0.459,38.889042,-94.690584
"Glendale city, California",196543,06,30000,0630000,CA,2410597.0,Glendale city,25,A,78940374.0,330542.0,30.479,0.128,34.181393,-118.24583
"Tallahassee city, Florida",196169,12,70600,1270600,FL,2405563.0,Tallahassee city,25,A,263797394.0,7473956.0,101.853,2.886,30.455131,-84.253418
"Grand Prairie city, Texas",196100,48,30464,4830464,TX,2410632.0,Grand Prairie city,25,A,187802276.0,23048387.0,72.511,8.899,32.686108,-97.020804
"McKinney city, Texas",195308,48,45744,4845744,TX,2411064.0,McKinney city,25,A,173433210.0,1912665.0,66.963,0.738,33.201125,-96.664161
"Cape Coral city, Florida",194016,12,10275,1210275,FL,2403990.0,Cape Coral city,25,A,274613634.0,34645780.0,106.029,13.377,26.645022,-81.993319
"Sioux Falls city, South Dakota",192517,46,59020,4659020,SD,1267566.0,Sioux Falls city,25,A,205617357.0,1407426.0,79.389,0.543,43.538196,-96.730536
"Paradise CDP, Nevada",191238,32,54600,3254600,NV,2409023.0,Paradise CDP,57,S,109826212.0,0.0,42.404,0.0,36.087148,-115.135519
"Peoria city, Arizona",190985,04,54050,0454050,AZ,2411401.0,Peoria city,25,A,456049509.0,8199012.0,176.082,3.166,33.786186,-112.308042
"Providence city, Rhode Island",190934,44,59000,4459000,RI,1220076.0,Providence city,25,A,47670949.0,5643960.0,18.406,2.179,41.823056,-71.418784
"Vancouver city, Washington",190915,53,74060,5374060,WA,2412146.0,Vancouver city,25,A,126252845.0,9593982.0,48.746,3.704,45.637156,-122.596567
"Knoxville city, Tennessee",190740,47,40000,4740000,TN,2404842.0,Knoxville city,25,A,255688158.0,14322125.0,98.722,5.53,35.97068,-83.94927
"Akron city, Ohio",190469,39,01000,3901000,OH,1086993.0,Akron city,25,A,160405166.0,884027.0,61.933,0.341,41.080456,-81.521429
"Shreveport city, Louisiana",187593,22,70000,2270000,LA,2405463.0,Shreveport city,25,A,280091229.0,40647137.0,108.144,15.694,32.466879,-93.792193
"Mobile city, Alabama",187041,01,50000,0150000,AL,2404278.0,Mobile city,25,A,361255557.0,105135405.0,139.482,40.593,30.668426,-88.100226
"Brownsville city, Texas",186738,48,10768,4810768,TX,2409924.0,Brownsville city,25,A,340982705.0,35530662.0,131.654,13.718,25.995689,-97.450848
"Newport News city, Virginia",186247,51,56000,5156000,VA,1498555.0,Newport News city,25,A,178679454.0,131135058.0,68.989,50.632,37.076136,-76.52198
"Fort Lauderdale city, Florida",182760,12,24000,1224000,FL,2403640.0,Fort Lauderdale city,25,A,89578884.0,4435586.0,34.587,1.713,26.141227,-80.146731
"Chattanooga city, Tennessee",181099,47,14000,4714000,TN,2404035.0,Chattanooga city,25,A,368690545.0,20014174.0,142.352,7.728,35.065958,-85.248386
"Tempe city, Arizona",180587,04,73000,0473000,AZ,2412045.0,Tempe city,25,A,103445424.0,543723.0,39.941,0.21,33.388414,-111.931782
"Aurora city, Illinois",180542,17,03012,1703012,IL,2394031.0,Aurora city,25,A,116469137.0,2445343.0,44.969,0.944,41.763455,-88.290099
"Santa Rosa city, California",178127,06,70098,0670098,CA,2411827.0,Santa Rosa city,25,A,110145874.0,451570.0,42.528,0.174,38.445824,-122.706181
"Eugene city, Oregon",176654,41,23850,4123850,OR,2410460.0,Eugene city,25,A,114452710.0,179488.0,44.19,0.069,44.055128,-123.117431
"Elk Grove city, California",176124,06,22020,0622020,CA,2410425.0,Elk Grove city,25,A,108760535.0,533192.0,41.993,0.206,38.414621,-121.384961
"Salem city, Oregon",175535,41,64900,4164900,OR,2411764.0,Salem city,25,A,126445615.0,1418528.0,48.821,0.548,44.9239,-123.023007
"Ontario city, California",175265,06,53896,0653896,CA,2411323.0,Ontario city,25,A,129425158.0,75071.0,49.971,0.029,34.037648,-117.604433
"Cary town, North Carolina",174721,37,10740,3710740,NC,2406229.0,Cary town,43,A,153663670.0,2804193.0,59.33,1.083,35.781302,-78.823444
"Rancho Cucamonga city, California",174453,06,59451,0659451,CA,2411514.0,Rancho Cucamonga city,25,A,120441397.0,24723.0,46.503,0.01,34.130306,-117.566067
"Oceanside city, California",174068,06,53322,0653322,CA,2411301.0,Oceanside city,25,A,106889690.0,2296235.0,41.27,0.887,33.224601,-117.306291
"Lancaster city, California",173516,06,40130,0640130,CA,2411620.0,Lancaster city,25,A,244160144.0,651713.0,94.271,0.252,34.693558,-118.175305
"Garden Grove city, California",171949,06,29000,0629000,CA,2410568.0,Garden Grove city,25,A,46520862.0,31066.0,17.962,0.012,33.778782,-117.960472
"Pembroke Pines city, Florida",171178,12,55775,1255775,FL,2404502.0,Pembroke Pines city,25,A,84643990.0,5390263.0,32.681,2.081,26.014716,-80.340171
"Fort Collins city, Colorado",169810,08,27425,0827425,CO,2410526.0,Fort Collins city,25,A,148208450.0,3264785.0,57.224,1.261,40.548216,-105.064833
"Palmdale city, California",169450,06,55156,0655156,CA,2411359.0,Palmdale city,25,A,274705334.0,629569.0,106.064,0.243,34.591038,-118.105403
"Springfield city, Missouri",169176,29,70000,2970000,MO,2395942.0,Springfield city,25,A,213751942.0,1519481.0,82.53,0.587,37.194152,-93.291305
"Clarksville city, Tennessee",166722,47,15160,4715160,TN,2404061.0,Clarksville city,25,A,257727841.0,1812434.0,99.509,0.7,36.56643,-87.345216
"Bayamón zona urbana, Puerto Rico",165368,72,06593,7206593,PR,2415307.0,Bayamón zona urbana,62,S,70153366.0,164162.0,27.086,0.063,18.380055,-66.163253
"Salinas city, California",163542,06,64224,0664224,CA,2411768.0,Salinas city,25,A,60903234.0,83122.0,23.515,0.032,36.690217,-121.633793
"Hayward city, California",162954,06,33000,0633000,CA,2410724.0,Hayward city,25,A,118669080.0,47415914.0,45.818,18.307,37.626826,-122.104015
"Paterson city, New Jersey",159732,34,57000,3457000,NJ,885343.0,Paterson city,25,A,21790111.0,762703.0,8.413,0.294,40.914766,-74.162829
"Alexandria city, Virginia",159467,51,01000,5101000,VA,1498415.0,Alexandria city,25,A,38682337.0,1069028.0,14.935,0.413,38.819251,-77.08367
"Macon-Bibb County, Georgia",157346,13,49008,1349008,GA,2761437.0,Macon-Bibb County,00,A,645898113.0,14305197.0,249.383,5.523,32.808845,-83.694194
"Corona city, California",157136,06,16350,0616350,CA,2410232.0,Corona city,25,A,103445845.0,53210.0,39.941,0.021,33.861969,-117.565495
"Kansas City city, Kansas",156607,20,36000,2036000,KS,485601.0,Kansas City city,25,A,323068566.0,9237731.0,124.737,3.567,39.122539,-94.741781
"Lakewood city, Colorado",155984,08,43000,0843000,CO,2411614.0,Lakewood city,25,A,112595317.0,3040316.0,43.473,1.174,39.698939,-105.117573
"Springfield city, Massachusetts",155929,25,67000,2567000,MA,619388.0,Springfield city,25,A,82542449.0,3135346.0,31.87,1.211,42.115454,-72.539978
"Sunnyvale city, California",155805,06,77000,0677000,CA,2412009.0,Sunnyvale city,25,A,57135716.0,1858933.0,22.06,0.718,37.385797,-122.026316
"Jackson city, Mississippi",153701,28,36000,2836000,MS,2404779.0,Jackson city,25,A,289342143.0,5532980.0,111.716,2.136,32.315834,-90.21285
"Killeen city, Texas",153095,48,39148,4839148,TX,2411542.0,Killeen city,25,A,142027950.0,1697724.0,54.837,0.655,31.075273,-97.731617
"Hollywood city, Florida",153067,12,32000,1232000,FL,2404719.0,Hollywood city,25,A,70579359.0,9130066.0,27.251,3.525,26.030967,-80.164609
"Murfreesboro city, Tennessee",152769,47,51560,4751560,TN,2404342.0,Murfreesboro city,25,A,164200369.0,353385.0,63.398,0.136,35.853915,-86.421224
"Pasadena city, Texas",151950,48,56000,4856000,TX,2411380.0,Pasadena city,25,A,113125835.0,2748512.0,43.678,1.061,29.654996,-95.151055
"Bellevue city, Washington",151854,53,05210,5305210,WA,2409821.0,Bellevue city,25,A,86663751.0,10472194.0,33.461,4.043,47.597837,-122.15648
